key,smiles
S39ae2dd49403,CCSCC1CCCCCC1
S39eca86e5cae,CC(C)C(=O)C(=O)C(C)(C)CC#N
S3a7beacdebdd,CCC1CC(C)(CC)C(=O)CC1(C)C
S3aadd3bf5860,COC(=O)OC(CC(C)C)N(C)C
S3b94a1bccd96,COOCC(C)CCC(C)C
S3be81ebf022a,CC1C2CC3CC14CC32CC4=O
S3c2b9a6b3cbf,COC(C)CC1CCCC12CCC2
S3c719074f731,CC(C)C(C)C(C)CCC(C)(C)C
S3e08d4e3d6f8,C1CCC23CC2C2CC2(C1)C3
S3e91070b9bf6,CCCC1(C)CC(CC)C(=O)C1C
S3edb542cccd8,CCCC1(CC)OOOC1C
S3edf6137d9c9,CCCC(CCC(F)F)C(=O)OC
S3f15ac81e06e,CCCCC(=O)C(C)(C)C(C)C
S3f5cb079c28a,CC(C)(C)CC1CCCCC1C#N
S3fa2564e7f67,CS(=O)(=O)CCCC1CCC1
S3ffbcf1debc6,CCCC(C#N)CCF
S4006f3aa3b16,C1CCCC23CCCC2C(CC1)C3
S4018fef8453d,CCCC1CC2(CCCCC2)CO1
S405908ff67ce,CC(=O)N(OC(=O)OCF)C(C)=O
S4096ac4c09ea,CC1CC(C)(C)C(C)(C)CC1=O
S42a5d3df1f5a,CCC1(C#N)CCCCC(=O)O1
S42f2c28623a2,CCN(C)S(=O)(=O)CC(C)C
S438872e204ff,CCCC(C)CC1(C#N)CCC(C)C1
S43e65862d143,CC(=O)C1CC(C)CCC1C
S4492192f1d4e,CCC(C)C(CC#N)CCCC(C)=O
S449c85953918,CC(C)N(C)C(CCF)CC(F)F
S44b0ad759a7a,CCC1CCC2OC(=O)OC12
S44b9815d0bb6,COC(=O)C(C)CC(C)(C)C(C)C
S44dfa170824f,CSC1(C)CCC(=O)C(C)C1
S4614047ca666,CC(=O)CC(C(C)=O)C(=O)C(C)=O
S4625203302a0,CCCC(F)(F)CCCC#N
S4661e232cb14,CCC(C)C1CCC(CCOC)C1
S468a1305e7ef,CC1CCCC(C)S(=O)(=O)CC1
S46f60018b3ae,CCCC(C)C(C)(C)CCC(C)=O
S474d894c63f0,CCCC(CC)C(C)C1CC1CC
S47844fb1745a,CC(C)(CS(=O)(=O)F)C1CC1
S47877aa32dad,CCCCCC1CCCC1CCC
S47c98294ff41,CCOC(=O)C(CC(C)=O)C1CC1C
S47e18ae7e0a2,CC1CCCC2CC34CCC1C23C4
S483e2c366092,CCCC(C)C1OC(=O)C1C
S488fe398d100,C[C]1CCCC(=O)CN1[O]
S4912a45432f3,CC(C)C1CCC(Cl)CC1C
S49244028bc54,CC(Cl)CC(C)CC(C)CCF
S492656780d86,CCC12C3C4C(C)C5C3C13C4C2C53
S4991d945e3bf,CC1C(C#N)C23CC(C)C(C)(C2)C13
S49a4630f52c4,CCCCC(CC)CC(C)C(C)CC
S4b08fa0c9abb,CCC(C)(C)CCCC(F)CF
S4bba1360ab7c,CCCC12CC(C1CC)N(C)C2CC
S4bbc75ff2226,COCCC(C(C)C)C(C)C
S4bee2eeb9b7a,CCC1(CC)CC(C)CC(C)C1
S4c1fa032d683,C1CC(C2CC3CC4(CCC24)C3)C1
S4c6e570a4396,CCCCC(C)CC(=O)CC
S4d0c8ac3ea88,CC(=O)C1C2CCC(CSC2)C1C
S4d2f15c975f3,COC(=O)OCCOC(C)F
S4dd055d26b47,CCCC(C)(C1CCC1)C1CCC1C
S4e3c54e90875,CC(=O)C(C)(C)C(C)C#N
S4e82a84f8f17,C1CC2CC2CC2CCC3(C1)CC3C2
S50bb80543e6c,CCC(C)C(=O)CCC(C)(C)C(C)=O
S5129f39735bf,CCC(C)C(F)CCCCC(C)C
S51a7cc6e236d,CCCC1C(CC)OCC1C1(C)CC1
S51cb37ed5e76,CCCCOS(C)(C)C(C)(C)C
S51e845198b25,CCC1(C)CC1CCC(C)C(C)C#N
S51f19d4718d1,CC1(C(F)F)CCCC1=O
S520dadf820a9,CCC1CC(C)CC1(C)CC
S5300873bc4a7,CS(=O)(=O)C1CCCCC1
S53881e841fcf,COC(=O)C1(C)CCC12CCCC2
S53b96ba881ae,COc1cc(-c2ccccc2)c[nH]1
S540c9bce5ae8,CCCC(=O)C(C)C(C)(C)C
S548447e54ea8,CCCCC(C#N)C(F)(F)C(F)F
S54bc35cabc25,CC1CN2C(C)C3OC(=O)OC3C12
S54ea9a861261,CC1CC(OC=O)CCC2(C)CC2C1
S55ec99761935,CCC(C)CC(C(C)C#N)C(C)(C)C
S563675d9fccf,CCC(=O)C1(C)CC(C)CCCC1C
S564bf053352a,CC12CC3CC(C1)C2C3
S5807104c1f38,CCC(CC)(CCl)C1CC1
S590d3ec55b88,CCCC(F)(CC)C(C)=O
S591b8e4b99eb,CCCCCC1(C(C)C)CC1
S5a85077a5e68,CC1CC(C)(C)C2CCCC12
S5abea7358f4a,CCCC(C)C(C)CCC(=O)CC#N
S5abf042b60e2,CC(=O)CC1CC1C1CC(C)C2CC21
S5c7048949758,CCC(=O)C(C)C1SCCS1
S5d41d348fe74,CC(=O)CCC1CC(=O)C1C(C)C
S5e2fb05b8dc3,CCCCCCC(CC)CC
S5f05f128dad8,CCCCCCC1(CC)CCC(C)C1
S5f4ac39e42a9,CC(C)CSC(C)C(C)(C)C
S5fa0b9594e4f,CCCCC(CCC)CCF
S6025d9407903,CCC12CC(CCCCC1=O)C2
S618f437d963b,CC(=O)CCC1CCC(C)O1
S61a35d171a0e,CCC(C)CC1CC1C1CCCC1
S64644640c1ff,CC1CCCC2C(C1)CC(C)C2(C)C
S64b9f25a2563,CC(C)CSC1CC2CCCC2C1
S64fe52509b79,CC(C)CC(C)(C#N)CC1CC1(C)C
S6500218e7fd1,CCOC(=O)OCOCC(C)Cl
S652d24891b1c,CCCC(=O)C(C)C(C)C(C)C(C)C
S66717cc722a6,CC(F)C(C)S(C)(C)CF
S66c63f162273,CCC1C(OC(C)=O)OC(=O)C1C#N
S66cc5bdb407d,CCC(=O)C(CCC(C)C)OC
S6723b0684e6f,CCCCCC(F)(F)C(C)C
S677f2e1835a5,COCC1C2C(C)C2C(C)CC1(C)C
S67d9707a7b0d,CCOC(=O)OCCCS(C)=O
S689754e2e743,CC(F)C(=O)C1(C)CCCO1
S698aa04d26aa,CCC1C(C)C(C)CC1C(C)(C)CC
S69efe6872bba,CC12CC3C4CCC35CC(C1CO5)C42
S6b03c5c2bd1f,C#Cc1cc(OC)cs1
S6b77d1171968,CCC1CCCCC(CC)C(=O)O1
S6c940f6d3035,CSCCCC(C)SC
S6d81f6960de1,CC1CCC(C)C12C(=O)CCCC2=O
S6e63502a03fe,CCCC(C)C(C)(CC(C)C)C(C)C
S6eabb7980054,CCCCCS(=O)(=O)CC
S6eddb517b5ea,CC1C(=O)C(C#N)CC2CCCC21
S6fb169a60611,CC(=O)CCCCC(C)CC(C)=O
S704174ceff3d,CCC(CC)C(C)C1CC(C)C1C
S70767f10af14,CCCCC1CC(CCC(C)C)C1
S714db46e8721,COC(=O)C(=O)C(C)CC(C)Cl
S71694db42c96,CCC1C(COC)C2C3CC3CC12C
S73a7eb833b8f,CCC1COC(C)C2CCC2C1C
S73f7060b1e00,CCCCC(OC(C)=O)C(C)(C)F
S741ce2435b05,CCCC(CC)COC(=O)OCC
S748cb522d6bf,CCCCCC(C#N)(CC)C(C)=O
S74ba05e7be4c,CC1CCCC2(C#N)CCC(C1)C2
S7646c4e68019,COC1=CSC=CC1
S76874b16b9c2,CCCCCCCOS(C)(=O)=O
S768fb88d8bed,CCCC1(CC)C(COC)C1(C)C
S76cb98704df3,CC1COCCCC1(C)C
S773fac990d31,CN(C)C1=COC(C#N)=CO1
S778694cdca07,CC(=O)CCC(C)(C)C(C)C(C)C
S78b2340aae36,CCC(C#N)CC(C)C1CCC(C)C1
S79b623a4f639,CCCC(CCC)CCC(C)(C)C
S7a56115b4c36,CCOC(=O)CC1CC1C1CCCC1
S7a6b389b9d55,CCCCC(C)(CC)CCC(C)=O
S7adf30e6977e,COCS(=O)(=O)C(C)(C)C
S7babaeecc22a,CC(C)C(C)C(F)(F)C(F)C(C)C
S7bb1936c0770,CCC(CC)CC(=O)C(C)CC
S7bbcb126e0fa,CCC(=O)C(C)CS(=O)C(C)C
S7bc5eff27508,CC1CCC2CC1(C1CC3CC1C3)C2
S7be2ef3249ce,CC(=O)CCCCCCC(=O)C(C)=O
S7ccd429524b5,CC(C)C1CCC(CCC#N)C1C
S7d05cbdbe553,CCC(C)CC1(CC)CCCCC1
S7e0a854d8c2e,CC(C)C1CCCC1(C)C#N
S7e5730baa9c6,CC(CF)CCCF
S7e691d351329,COC(=O)C(C)CC(C)CC(C)=O
S7f239775ead5,CCCC12CCOC1(CC)C2
S7f630a259675,CC(C)CC1(C)CC(C)C12CC2
S7f75c1115255,CCCC(C)SCC(C)(C#N)CC
S7fa323ae328e,CCCCCC(C)C(C)C(C)CCC
S80f289dbd05c,CCCC(C(C)(C)C)C1(CC)OO1
S82dda085815f,CC(C)C1CCC2C(C1)C1C2N1C
S83a035dfd4b7,CC1(C(=O)Cl)CCCC1CCl
S83cd55626e8f,CCCC(Cl)(Cl)C(F)(F)F
S84e1b66e3a27,COC(=O)CCC1CCCCCC1C
S854954286a9b,CC(=O)CCCC(C)C(C)(C)C#N
S85bff4aaac3b,CCCC(=O)C(C#N)C(CC)CC
S85cb0914f5eb,CCC1CC(C(=O)OC)CC1=O
S86006ad61426,CCCCCCCCC(C)CCF
S8608d8fc97d1,COP(C)(=O)CC(=O)CC(C)C
S8685bf8df3cd,CCCC1CCC1CCl
S873d9c1b3d16,CCCC1CC1(CCC)CC(C)C
S87adb08ea001,CC1CC12CC1(CC1)C2
S87be929fcdd1,CCC12CC1OC(=O)CCCCC2C
S88c0256d29e4,CCCCCC1(C2CC2)CC1
S89865e0d679d,CCC(=O)N1CCCCC1Cl
S89917b3a9009,CCCC(OC)C1OC(=O)OC1=O
S89eb5805c65c,CCCSC(C)CC(C)CC
S8af73807eb6d,CCCC(C)CC(=O)OC(C)=O
S8b1bf3f51566,CC1CC2CCCC3(CCCC3=O)C12
S8b89dcd229c6,CC1CCC2CC(C)(C1)C1CC21C
S8bb7ec38e979,CCC(C)C(OOC)C(C)C(C)C
S8be9c34179ac,CSC(Cl)(Cl)SC
S8c52916a9cc4,CCS(=O)(=O)C1CCC1
S8c9ce98c9a2b,CCCCC(=O)CCC(C)(C)C#N
S8ca2fdcb8762,CC1CC1C(CC1CC1)C1CCC1
S8cdd65623f90,CCCCC(C#N)CC(C)CC(C)C
S8d0f73ca7c00,CC(=O)OC1CCC(OC(C)=O)C1
S8d4c296e01a7,CC1C2C3CC4C5CCC1(C54)C32
S8dd2bb084caf,CCCOC(=O)OCOC
S8f1340067aec,COC(=O)OCC(=O)C(=O)C(C)C
S8f3fb4a9257f,CC1CC(C2C(C)C(C)CC2(C)C)C1
S8f5ff86e310c,CC12CCC3CCC(C1)C2COC3
S8fd80d3badb6,CC(C)C1CCC2C(C)C2(C)C1
S906f14670514,CCCC(CCC)C[PH](C)=O
S9131473a136e,CCP(C)CCCC(C)C
S91316768d2cc,CCCOCCC1CC(C)CCC1C
S933ec6c66b81,CCCCC(C)C(=O)OOCF
S93948a0c378c,C1CC2CC2C(C2CC2)C1
S941de040ae01,CC1C2C(=O)C(=O)C(CC(C)(C)C)C12
S94838a92d05e,CC1C(=O)C2CCCC2C1=O
S948c8fb83d94,CCCC(=O)CC(CC#N)C(C)(C)C
S9493aee39285,CCC1CC(C)C(C)(C)C1(C)C
S95a88cb3ce65,CC(C)CC(F)(F)C(C)CF
S961379ae9495,CCCCCCCC(C)(C)C(C)(C)C
S97aa1623b0ae,CCC1CCCC(=O)C1Cl
S98fbd1dc7f19,CCC(C#N)CS(=O)(=O)CC
S99b4ebe19032,CCCCC1CC(C2(C)CC2C)C1
S9a3e48c7329e,CC1CCC(=O)C(C)(C)CC1C
S9abea462f31b,CCC1CCCC12CC(=O)OC2C
S9b35c1a8cb3a,CCCCC(C)(C)CCCC(C)C
S9b643758157f,CCCCCC(C)C(=O)OCCC
S9c808b11287f,CC(=O)CC1C(C)C2CCC1(C#N)C2
S9c8179824544,CCCCCCCC(C)P
S9c82a341e1dc,CCOC(C)=O
S9ca4c915b22f,CC1(C)CC2CCCC(C#N)(C2)C1
S9d4e73696978,CC(Cl)CCC(C)C(F)(F)F
S9d9b7937f2bd,CC1CC2CCCC3CCC1C32
S9e42897c7122,CCC1C2C3CC4CCC(C)C4(C3)C12
S9fc75bb3be25,CC1CCC(=O)CC(=O)C12CCCC2
Sa0ac44749359,CCC1CC(C)C2(CC)CC12C
Sa2822d48f732,C#Cc1ccc(N(C)C)s1
Sa28fab30c970,CC1CC(C)(C)C(=O)CC1C(C)(C)C
Sa32c8c1fefe2,CCC(Cl)C(=O)C(C)=O
Sa35cfc491e64,CCC1C2C(C)C(=O)CCCC12OC
Sa3d3e58a44f1,CCCC(=O)C1CCCC(=O)C1CC
Sa3e12b06cfb4,CC1CC12CCC1CCC3C(CC1)C32
Sa4b7429fc237,CCCCC(C)C(=O)C(C)(C#N)CC
Sa4cbf3457150,CC(C#N)CC1CCCC1
Sa6089f35064a,CCCC1(C)CC(=O)C12CCCC2C
Sa65afd9a774c,CCOC(C)OC(=O)OC
Sa6a3d5227fd7,CCC(=O)CCC(=O)OC(C)=O
Sa6dd15fd0e20,CCCC(=O)CCCCC(F)CC
Sa756177b6943,CCC(C)PCCCPC
Sa779ca5c4dc5,CC1C(=O)C2CCCC(C)(C2)C1(C)C
Sa86757a9ca26,C=Cc1ccc(C(C)=O)s1
Sa96bae06f7f5,CCC(C#N)CCCC(CC)CC
Saa1a20217fa0,CC1C2C(C)(C)C3CC3(C)C12C
Saa5f97f3f22c,COC(=O)C(C)C(C)S(=O)(=O)F
Saaf6455ac71f,CN(C)C(=O)CC1(C)CC2CC1C2
Saba94beca9d0,CCCC(CCC#N)C(C)(CC)CC
Sac66560e7d87,CC1CC(C)(C#N)C(=O)C2(C)CC12
Sacaced582033,CC1CC(C)C(CCC(=O)N(C)C)C1
Sad1dcf189f93,CCCC(CC)(CC)CCl
Sad1eacf0b333,CCCCC1CCCC(CC)C(C)C1
Safaf25347f45,CCCC1(Cl)CC2CCC1C2
Sb198202ea31d,CC12CC3(C)CC(C1)(C2)S3(=O)=O
Sb1b067069f60,CCC(=O)CC1OC(=O)C1C1CC1
Sb4b28df0322c,CCCCC(C(C)=O)C(Cl)Cl
Sb4bbb829a6cc,CCC1CC(C(C)C)C(C)(C)C1C
Sb4f22c20dd4f,COC1C(C(C)=O)C2CCC3CC31C2
Sb4f8232b0eff,CCCC(C#N)CCCC(C)(C)CC
Sb5996fb1cc25,CC(C)CCCC(C)C(C)SC#N
Sb5f8b2e0409a,CCCC1CC2C3CCC3C3C1C23
Sb647fa7d1fbc,CCC(Cl)CC(C)C1CCCC1
Sb67b2c0ecdaf,CCCC(F)C(=O)CC
Sb6cdeb286aff,CC1CCC(F)C1
Sb703fe1a50f5,CCC12CC3CC4COC3C(C1)C42
Sb803f99d9dd9,CC1CC(CC(=O)C#N)C1
Sb8c4ec3d9f9d,C#Cc1sccc1C(C)(C)C
Sb92833eea87b,CCCCCC(CC1CCC1)C1CC1
Sb99841ae74a7,CCC1CCC(Cl)C1C(C)=O
Sb9c6d3d2c9f5,CCCCC(CC)C1CC(=O)N1C
Sba2151eeb424,CC1CC2CCCC(C(C)C)(C1)C2=O
Sba29cb4cafe8,CC1CCC1CC1(C#N)CC(C)(C)C1
Sbaa7a375e524,C1C2CC3C4CC5CC4C3C1CC25
Sbb03007c1b66,CC(=O)C(C)C1CC(C)C(C)C1
Sbb6378958c06,CCC1CCC(CC)C1
Sbb7fa83b9196,CCC(C)OC(=O)CSC
Sbc26b1321804,CCC(CC)(OC(C)=O)SC
Sbcc64a73ff0d,CCSCC1CC1CC
Sbeca3cf453ae,CCCCCC(=O)N(C=O)CCC
Sbf7df6db1f34,CC(CC1CCC1)C(=O)Cl
Sbfb28e1331c0,CCC(C)(C)CCC(=O)N1CCCO1
Sc049651726c3,CC1C(=O)CCC2(C#N)C(C3CC3)C12
Sc12b495e079e,CC(C)CCC1(C)N(C(C)C)C1(C)C
Sc20bd1037f85,COC(=O)OC1CCCC(C)C1
Sc32ce9edf4f7,CCCCCC(C)S(=O)(=O)CC
Sc3908a32053f,CC1CC(CCC(=O)OC(C)(C)C)C1
Sc48b3e380db0,CC1C2CCC(C)(C)C1OC(=O)O2
Sc53d1cbd19cc,CCCCC(CC#N)C(C)(C)F
Sc542501a432b,CC1CCCC2CC1COC(C)(C)C2
Sc5afdc0d1f96,CCCOC(=O)OC(C)N(C)CC
Sc5c6aa8511cf,CCCOCCCC(C)CCC
Sc5da8e3272f7,CC(C)C1CC2CC(C#N)(C2)C(C)C1
Sc6d1213a5bbb,FCC1OCCO1
Sc771399b815d,CCC1(C)C2CC(C)C(C)C21
Sc7d8b7d1f96b,CCC(C)C(P)CCCN(C)C
Sc89b2e9a7cc2,CCC12COC(CC1C)CC2(C)C
Sc945ef1d4e68,CC(=O)C1CC2CCCC(C2)C1=O
Sc95df2261b87,CC(CC1CC1)CC12CC1C2
Sc99d9b16dbb5,CCCCC(OC)C(CC)CC
Sc9f793c4e322,CC12CC34CC5CC3C1(CC54)C2
Sca8850f40247,CCC(=O)C(C)C(CC)SC#N
Scaafd0d5c5e6,CCC(C(C)C)C1(C)C(C)CCC1C
Scac2624e0cf1,CCC(CC)OP(=O)(Cl)CC
Scb01268f32c8,CC1C2CC2C1(C)CC1CCCC1
Scc9eb242aee3,CCC1CCC2C3CCC3OC(=O)C12
Scd162cff19ff,CC1C(CS(C)(=O)=O)C1(C)C
Scd193559ed5c,CCC(C)CC1C(C)C(C)C1C
Scd79c24ad6c2,CSCCC(=O)CSC
Scd9bd4eae4e8,CCCC1(C)CCC(C)CC1(C)C
Scf1923c7a087,CCC(P)CCC(C)=O
Scf8ae6296730,CC(F)CC1CC(C)C(C)C(C)C1
Sd05e72462d5b,CC(C)C1CCCCCCCCCC1
Sd06cb76093d0,CC(C)CC(C)CC#N
Sd15cc661409b,CCCCCC(CC)C(C)(C)C
Sd18aae4c301d,CCCCC(C)S(=O)(=O)Cl
Sd1dc43143f43,CCCCCOC(=O)C(C)C
Sd23a8f2456b8,CCCC(CCC)C(C)CC#N
Sd269ffaefcd5,COC1CCCC(C2CCC3CC32)C1
Sd29032727b47,CC1CCC(=O)C1C(C)C(C)(C)C
Sd3005650658b,CC(C)C(C)OC(C)C(F)(F)F
Sd31dbf095844,CCCC(CC)OOC(=O)Cl
Sd36c3e562983,COCC(CC(C)C)C12CCCC1C2
Sd3ae60486a18,CCC(CC)C(=O)CS(C)(=O)=O
Sd415bea370cb,CCC1(F)C(C)CC(C)CC1F
Sd5a9ab0ab734,CCC(C#N)CC1CCCCC1
Sd631448041a5,CC(=O)C(C(C)=O)C1CC1C
Sd65f75c3bea9,CCCC(C)OC(=O)OC(C)=O
Sd663443b16fe,CCC1CCS12CC2
Sd71247ea9c37,CC(=O)CCCC1CCC(=O)C1C
Sd7375efb798f,CCC(C)CC1(CC(=O)OC)CC1
Sd737f5b5eb3e,CCC1CCC(C)(C)C1C1CCCC1
Sd73f2639bcc7,CC(CCCC(C)C(C)C)SC#N
Sd7bdaf9f3368,CCCC1C2CCC(C)C(C)C12OC
Sd7c31bbb262a,CCC1CCC1(C)C(C)(C)CC
Sd81005bda8b7,CCC1C(C)CC1C(C)C
Sd86af9db6f52,CCCC1CC(=O)C(C(C)C)C1(C)C
Sd88a7ba70eab,CC1=C[C@H](F)C=CO1
Sd88a8f4d1933,CC1CCC2(CCC(=O)O2)C1(C)C
Sd8be3826b583,CCCCC(CC)CC1CCCC1C
Sd8d51051b665,CCC(CC)OC1CC(=O)CC1CC
Sd98739503b9b,CCCC(C#N)CC(C)CCC(C)C
Sd9dc0fe3209c,CC12CCCC1(C)C(C(=O)C#N)CC2
Sda1cacdbc9c4,CCCC1(CC)COC(=O)OC1
Sda541a8e3cb1,CCCC(C)N(CC)CC(=O)CC
Sdad207b418e3,CCC(C)CCCC1C2CCC12C
Sdaeeb9e5227e,CC(CS(C)(=O)=O)C(F)CF
Sdc50030926ce,CCC(C)CC(C)=O
Sdca819aa9a12,C1C2C1C1C2CC2CC21C1CC1
Sdcd316182b15,CCC1(C2(C)CC3C(C)C3C2)CC1C
Sdf29eb5de996,CCS(=O)(=O)CCCC(C)(C)F
Sdf475eb76ff7,CCCCCC(CSC)C(C)C
Se0fb22cee5fe,CC1OC(=O)OC2C(=O)N(C)C1C2C
Se2c915dfb207,CCCC(CC)C(C)(C)CSC
