key,row_index,csv_line,cation,anion,salt_smi,solvent_smi,molarity,molarity_actual,molarity_err_pct,n_solvent,n_salt,solv_per_ion_pair,n_atoms,box_build_nm,box_equil_nm,net_charge,q_scale,stage,has_xtc,density_g_cm3,prod_ns_day,cn_solv_O,cn_anion,cn_total,ssip,cip,agg,rdf_MO_peak_A,shell_cutoff_A,shell_cutoff_from_rdf,n_frames_used,clust_cutoff_A,clust_cutoff_from_rdf,rdf_cat_an_peak_A,n_components,n_components_sd,n_clusters,n_clusters_sd,free_cation_frac,mean_cluster_size,max_cluster_size,largest_cluster_frac,percolating_frac,mean_cluster_charge
el1925abb45abc,62,64,Li,TFSI,[Li+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCCC(C)C(=O)C(C)(C#N)CC,1.28,1.2218087028344868,-4.546195091055718,201,64,3.140625,8059,5.0362,4.430729999999999,0.0,0.8,prod,True,1.073093673175512,687.54,1.1631,2.3125,4.9091,0.0539,0.3966,0.5495,2.07,2.67,True,401.0,3.03,True,2.11,31.035,1.143,26.891,1.069,0.0488,4.613,16.975,0.1326,0.0,-0.0784
el198ae8e4635a,41,43,Li,FSI,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCC(CCC)C(C)CC#N,1.5,1.2964435856618257,-13.570427622544953,213,64,3.328125,7669,4.7768,4.34402,-0.0,0.8,prod,True,0.9733633941980028,687.543,0.0,2.3568,4.7433,0.1108,0.2856,0.6036,,2.8,False,401.0,2.89,True,2.19,25.836,2.475,15.224,2.021,0.11,7.847,29.413,0.2298,0.0,-0.2325
el19e17b13d4f5,52,54,Li,TFSI,[Li+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC1C2C3CC4CCC(C)C4(C3)C12,0.52,0.5003959784682064,-3.7700041407295455,590,64,9.21875,22264,6.7999,5.9662999999999995,-0.0,0.8,prod,True,1.0185949887382875,266.198,0.0,2.2842,2.2842,0.0167,0.4709,0.5124,,2.8,False,401.0,2.95,True,2.11,36.701,1.456,35.318,1.36,0.0162,3.59,9.413,0.0735,0.0,-0.0195
el1be06b817ce6,96,98,Li,TFSI,[Li+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C1CC2CC3C4CC4C3C3CC(C1)C23,0.97,0.9880841637560553,1.8643467789747805,293,64,4.578125,10986,5.5239,4.75567,0.0,0.8,prod,True,1.0736982904909447,489.901,0.0,1.9987,1.9987,0.0214,0.4705,0.508,,2.8,False,401.0,2.95,True,2.11,36.836,1.438,35.095,1.077,0.0182,3.601,11.92,0.0931,0.0,-0.0167
el1c52bb4d520d,209,211,Li,PF6,[Li+].F[P-](F)(F)(F)(F)F,CC1CCC(C)(CC2CC2)C1(C)C,0.43,0.37112295016503255,-13.692337170922663,794,64,12.40625,29890,7.2446,6.591289999999999,0.0,0.8,prod,True,0.8850067071648965,238.092,0.0,4.3056,4.3056,0.0,0.0002,0.9998,,2.8,False,401.0,2.91,True,2.09,9.716,1.314,9.716,1.314,0.0,13.419,35.642,0.2785,0.0,0.0
el1c9d35846939,195,197,Li,BF4,[Li+].[B-](F)(F)(F)F,CCC(CC(C)(F)F)C(=O)CC#N,1.41,1.5316306995294846,8.626290746771964,221,64,3.453125,6130,4.8764,4.10921,0.0,0.8,prod,True,1.1395201060774516,665.422,1.3616,2.526,5.0608,0.0355,0.3042,0.6604,2.09,2.87,True,401.0,2.77,True,2.07,26.547,1.762,21.234,1.428,0.0364,5.802,15.289,0.1194,0.0,0.0317
el1cb91dcdcbb4,131,133,Li,Beti,[Li+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCC(C)C(F)CCC(C)C,0.3,0.24811739647934491,-17.29420117355169,1140,64,17.8125,41308,8.1683,7.5380199999999995,0.0,0.8,prod,True,0.8640612195927535,185.199,0.0,2.582,2.582,0.0143,0.4558,0.5298,,2.8,False,401.0,2.87,True,2.17,39.95,1.724,39.04,1.479,0.0142,3.26,9.786,0.0765,0.0,-0.0231
el1d44f06b90da,189,191,Li,BF4,[Li+].[B-](F)(F)(F)F,CCCC(CC)COC(=O)OCC,1.41,1.3306343863791714,-5.628766923463014,222,64,3.46875,7710,4.8764,4.30649,0.0,0.8,prod,True,0.9875277091199252,592.341,2.388,2.8473,5.2353,0.0003,0.2458,0.7539,2.05,2.95,True,401.0,2.85,True,2.09,24.428,1.216,24.348,1.192,0.0005,5.266,14.065,0.1099,0.0,0.0005
el1d603f3c75d9,236,238,Li,PF6,[Li+].F[P-](F)(F)(F)(F)F,CC1CCCC2CC1COC(C)(C)C2,0.79,0.7579968485568404,-4.051031828248061,383,64,5.984375,15066,5.9151,5.1950199999999995,0.0,0.8,npt,True,,,,,,,,,,,,,,,,,,,,,,,,,
el1dae0fc0a07e,137,139,Li,Beti,[Li+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC(C(C)C)C1CCC(C)(C)C1C,0.83,0.7141723904714066,-13.955133678143781,318,64,4.96875,14764,5.8185,5.29918,0.0,0.8,prod,True,0.9709096768088696,425.344,0.0,3.8382,3.8382,0.0,0.0025,0.9975,,2.8,False,401.0,2.95,True,2.15,5.04,0.66,5.04,0.66,0.0,25.798,54.408,0.4251,0.0,0.0
el1e4e0dfb6f30,202,204,Li,PF6,[Li+].F[P-](F)(F)(F)(F)F,CC1CCC2C(C)CC(C)C2C1,1.01,0.8793932834286468,-12.931358076371609,347,64,5.421875,12310,5.45,4.944039999999999,0.0,0.8,prod,True,0.9293724281655226,402.543,0.0,4.7403,4.7403,0.0,0.0,1.0,,2.8,False,401.0,2.79,True,2.09,1.871,0.336,1.871,0.336,0.0,72.279,108.846,0.8504,1.0,0.0
el1eeee1dbf106,110,112,Li,Beti,[Li+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCS(=O)(=O)CC(C)CCCl,0.48,0.5614660025655186,16.97208386781638,598,64,9.34375,16956,6.9838,5.74163,0.0,0.8,prod,True,1.2376627253616472,410.99,3.5584,1.1349,4.6932,0.3883,0.4616,0.1501,2.05,3.09,True,401.0,3.13,True,2.21,79.781,1.875,35.751,0.924,0.3874,2.349,5.1,0.0398,0.0,-0.1554
el207d092e3cce,165,167,Li,BF4,[Li+].[B-](F)(F)(F)F,CCCCCCC(CC)CC,0.34,0.2501347895846982,-26.430944239794652,1182,64,18.46875,41754,7.8345,7.517699999999999,0.0,0.8,prod,True,0.7434804879375381,161.381,0.0,4.2113,4.2113,0.0,0.0,1.0,,2.8,False,401.0,2.65,True,2.03,4.348,0.476,4.348,0.476,0.0,29.771,36.0,0.2812,0.0,0.0
el20e2f9b8ccb4,199,201,Li,BF4,[Li+].[B-](F)(F)(F)F,CC(C)N(C)C(CCF)CC(F)F,1.28,1.2960765697070626,1.2559820083642668,236,64,3.6875,7700,5.0362,4.344429999999999,-0.0,0.8,prod,True,1.0779613602966907,590.176,0.0,3.1091,3.9677,0.0001,0.0179,0.982,,2.8,False,401.0,2.69,True,2.05,10.284,0.602,10.279,0.6,0.0001,12.495,42.597,0.3328,0.0,-0.0005
el2316c4ccd21d,116,118,Li,Beti,[Li+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CSCCCC(C)SC,0.43,0.4311253815227146,0.2617166331894489,817,64,12.765625,21833,7.2446,6.270109999999999,0.0,0.8,prod,True,1.0714283274909449,336.76,0.0,0.8477,0.8477,0.3976,0.5318,0.0706,,2.8,False,401.0,2.93,True,2.17,84.731,1.535,34.697,1.932,0.3953,2.25,4.736,0.037,0.0,-0.0161
el23dbdf1a2c27,43,45,Li,FSI,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,C1CC2CC2CC2CCC3(C1)CC3C2,0.61,0.6008485630788324,-1.5002355608471474,514,64,8.03125,19144,6.4476,5.613339999999999,-0.0,0.8,prod,True,1.0254863745215497,316.367,0.0,3.6047,3.6047,0.0,0.086,0.914,,2.8,False,401.0,2.91,True,2.15,13.522,1.624,13.522,1.624,0.0,9.611,48.184,0.3764,0.194,0.0
el242bbaafb164,107,109,Li,Beti,[Li+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,COC(=O)OCCOC(C)F,0.88,1.0150102017220493,15.342068377505596,350,64,5.46875,9108,5.7062,4.71324,-0.0,0.8,prod,True,1.3089098875484093,679.963,3.6449,1.0318,4.6767,0.3049,0.547,0.1482,2.05,2.83,True,401.0,3.01,True,2.19,74.308,1.715,39.905,1.592,0.2949,2.347,4.02,0.0314,0.0,-0.0837
el24507c33840a,82,84,Li,TFSI,[Li+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(=O)OC1CCC(OC(C)=O)C1,0.61,0.6857244077439504,12.413837335073834,505,64,7.890625,14659,6.4476,5.37147,0.0,0.8,prod,True,1.1923086922585888,406.192,4.0648,1.1923,5.2571,0.2689,0.5669,0.1642,2.09,3.09,True,401.0,3.11,True,2.15,70.542,2.541,37.876,1.201,0.2676,2.518,5.383,0.0421,0.0,-0.0422
el24bc5d09f46b,58,60,Li,TFSI,[Li+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(C)C1CC2CC(C#N)(C2)C(C)C1,1.1,1.0752813705479525,-2.2471481320043285,248,64,3.875,9704,5.2971,4.62348,0.0,0.8,prod,True,1.0806959610787021,534.393,0.0,2.5826,4.8888,0.0357,0.3762,0.588,,2.8,False,401.0,2.95,True,2.11,28.697,0.774,25.736,0.603,0.0347,4.861,24.0,0.1875,0.0,-0.0576
el258e6a418ca5,193,195,Li,BF4,[Li+].[B-](F)(F)(F)F,CC1CCC(C)(C)CC1,1.32,1.055727816412486,-20.02061996875107,356,64,5.5625,9996,4.9848,4.651849999999999,-0.0,0.8,prod,True,0.8405686187332913,480.986,0.0,4.5298,4.5298,0.0,0.0,1.0,,2.8,False,401.0,2.65,True,2.05,1.0,0.0,1.0,0.0,0.0,128.0,128.0,1.0,1.0,0.0
el2731db6f7f59,87,89,Li,TFSI,[Li+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC1(C)CC2C(C)C2C1C(=O)OC,1.46,1.4900533964773768,2.05845181351896,168,64,2.625,6736,4.8201,4.14708,0.0,0.8,prod,True,1.1562220876808265,682.704,1.9556,2.6672,4.6227,0.0009,0.3145,0.6847,2.05,2.87,True,401.0,2.95,True,2.11,21.821,0.652,21.771,0.613,0.0007,5.882,31.0,0.2422,0.0,-0.0018
el280ef97d420c,38,40,Li,FSI,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC12CC3C4CCC35CC(C1CO5)C42,0.3,0.2695443374554037,-10.151887514865436,1084,64,16.9375,35328,8.1683,7.332739999999999,-0.0,0.8,prod,True,0.8776077836339781,207.7,2.8919,0.4316,3.3236,0.67,0.2843,0.0457,1.95,2.59,True,401.0,2.73,True,2.19,102.756,2.85,21.607,2.669,0.6534,2.171,3.443,0.0269,0.0,-0.1173
el2a3c03f67976,138,140,Li,Beti,[Li+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCS(=O)(=O)CCCC(C)(C)F,0.43,0.46719937690951263,8.651017885933172,684,64,10.6875,21244,7.2446,6.10439,-0.0,0.8,prod,True,1.1237419965865083,286.422,4.1969,0.8121,5.009,0.4892,0.4078,0.1031,2.05,2.83,True,401.0,2.99,True,2.21,88.975,1.67,27.891,1.307,0.4816,2.4,5.741,0.0449,0.0,-0.0202
el2a42e2ce1e66,15,17,Li,FSI,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,C1C2CC3C4CC5CC4C3C1CC25,0.92,0.9625474382396371,4.624721547786632,359,64,5.609375,11769,5.6222,4.79736,0.0,0.8,prod,True,1.0650345768856955,445.271,0.0,3.0744,3.0744,0.0156,0.0269,0.9575,,2.8,False,401.0,2.93,True,2.15,14.249,1.026,13.249,1.026,0.0156,9.642,34.537,0.2698,0.0,-0.0759
el2a6d597b4de9,224,226,Li,PF6,[Li+].F[P-](F)(F)(F)(F)F,CCCC(C)CC(C)S(C)(=O)=O,1.01,1.0232269133106524,1.3095953772923168,300,64,4.6875,10112,5.45,4.70059,-0.0,0.8,prod,True,1.0652716756027485,588.856,3.5463,1.8123,5.3586,0.0879,0.5491,0.363,2.05,2.93,True,401.0,2.85,True,2.13,48.811,2.175,35.682,1.561,0.0959,3.224,11.97,0.0935,0.0,0.0238
el2b3ed79a0cfa,9,11,Li,FSI,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCCC(C)S(=O)(=O)Cl,0.88,1.0277461613605128,16.789336518240088,356,64,5.5625,8828,5.7062,4.69369,-0.0,0.8,prod,True,1.2469642325552779,603.561,3.594,2.1457,5.7396,0.08,0.3986,0.5214,2.09,3.05,True,401.0,2.99,True,2.21,32.99,1.124,23.239,1.08,0.0806,5.099,19.617,0.1533,0.0,-0.024
el2bbc713deec4,75,77,Li,TFSI,[Li+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,COC(=O)OC(CC(C)C)N(C)C,1.46,1.4509345291261437,-0.6209226625928924,175,64,2.734375,6624,4.8201,4.18402,-0.0,0.8,prod,True,1.133827159941288,719.307,1.5843,2.0673,4.6269,0.0945,0.4084,0.4972,2.05,2.79,True,401.0,3.01,True,2.11,42.005,1.122,32.209,0.955,0.0925,3.672,16.97,0.1326,0.0,-0.0632
el2fb8ae16ce46,102,104,Li,Beti,[Li+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCCCCCCCC(C)CCF,0.66,0.5572800632296384,-15.563626783388123,438,64,6.84375,18052,6.2804,5.755969999999999,-0.0,0.8,prod,True,0.9343702900699578,351.56,0.0,3.2663,3.2663,0.0,0.0637,0.9363,,2.8,False,401.0,2.95,True,2.17,11.373,0.832,11.373,0.832,0.0,11.308,54.622,0.4267,0.0,0.0
el3255d4fd1bdc,203,205,Li,PF6,[Li+].F[P-](F)(F)(F)(F)F,CC1CCCC2(C#N)CCC(C1)C2,0.34,0.32820199049940496,-3.4700027942926654,1029,64,16.078125,33440,7.8345,6.866929999999999,-0.0,0.8,prod,True,0.9777312924672067,210.178,0.0,1.1851,4.847,0.4185,0.5404,0.0411,,2.8,False,401.0,2.97,True,2.15,87.955,1.177,35.463,1.459,0.4157,2.13,4.408,0.0344,0.0,-0.0205
el3519d5fd1a16,76,78,Li,TFSI,[Li+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(F)C(C)S(C)(C)CF,0.79,0.7966467931935738,0.8413662270346521,412,64,6.4375,11736,5.9151,5.10961,0.0,0.8,prod,True,1.1081254327726409,494.682,0.0,3.1992,3.1992,0.0002,0.1186,0.8812,,2.8,False,401.0,2.91,True,2.11,13.915,1.479,13.91,1.473,0.0001,9.308,38.99,0.3046,0.0,-0.0003
el35637e6c874d,103,105,Li,Beti,[Li+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CCC1(C)CC2C(C)C2C1C(=O)OC,1.5,1.4689024799558226,-2.073168002945162,143,64,2.234375,6270,4.7768,4.1668899999999995,0.0,0.8,prod,True,1.1476644993123033,721.523,1.7476,2.4963,4.2439,0.0364,0.2756,0.6881,2.03,2.73,True,401.0,3.05,True,2.17,18.194,1.054,15.104,0.969,0.0342,8.303,27.393,0.214,0.0,-0.085
el35861618eb88,68,70,Li,TFSI,[Li+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC1CCCCC1C(=O)OC(C)C,0.83,0.7925913220151314,-4.5070696367311545,334,64,5.21875,13048,5.8185,5.118309999999999,0.0,0.8,prod,True,1.0515890120612108,475.263,2.7057,2.0228,4.7285,0.0775,0.5603,0.3622,2.05,2.79,True,401.0,2.95,True,2.13,49.085,1.292,39.826,1.072,0.0766,2.983,17.851,0.1395,0.0,-0.0138
el361fd22a15a1,127,129,Li,Beti,[Li+].[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,CC1CC(C2C(C)C(C)CC2(C)C)C1,0.79,0.7073828850486538,-10.457862652069148,342,64,5.34375,15088,5.9151,5.3160799999999995,0.0,0.8,prod,True,1.0118009643866348,390.391,0.0,3.8414,3.8414,0.0,0.0173,0.9827,,2.8,False,401.0,2.85,True,2.15,3.96,0.297,3.96,0.297,0.0,32.531,102.005,0.7969,1.0,0.0
