row_index,csv_line,key,salt,solvent,concentration,cation,anion,solvent_key,mw_solvent,mw_salt,n_solvent,n_salt,solv_per_ion_pair,box_build_nm,n_atoms_est,solvent_ff,clamped,stage
109,111,el466b3a70fad0,[Li+].F[P-](F)(F)(F)(F)F,CCC(C)C(CC#N)CCCC(C)=O,1.06,Li,PF6,S4492192f1d4e,195.306,151.903,280,64,4.375,5.3629,10312,True,False,not_built
110,112,elde720a1384e5,[Li+].F[P-](F)(F)(F)(F)F,CCOC(=O)CC1CC1C1CCCC1,0.66,Li,PF6,S7a56115b4c36,196.29,151.903,465,64,7.266,6.2804,16322,True,False,not_built
111,113,elcb5215896739,[Li+].F[P-](F)(F)(F)(F)F,CCC1C2C(C)C(=O)CCCC12OC,1.23,Li,PF6,Sa35cfc491e64,196.29,151.903,236,64,3.688,5.1035,8536,True,False,not_built
112,114,elb7f901796225,[Li+].F[P-](F)(F)(F)(F)F,CCCC1(C)CC(CC)C(=O)C1C,0.43,Li,PF6,S3e91070b9bf6,182.307,151.903,785,64,12.266,7.2446,27987,True,False,not_built
113,115,el71285b44c623,[Li+].F[P-](F)(F)(F)(F)F,COC(=O)CC1CCCCCC(C)C1,1.19,Li,PF6,Se3c12237517c,198.306,151.903,242,64,3.781,5.1601,9224,True,False,not_built
114,116,el592c57d0a230,[Li+].F[P-](F)(F)(F)(F)F,CCCCCC(=O)OC(C)CCC,0.66,Li,PF6,S2d92c9c846f8,186.295,151.903,490,64,7.656,6.2804,17662,True,False,not_built
115,117,el74a3497659b7,[Li+].F[P-](F)(F)(F)(F)F,COC(=O)C(C)C(C)S(=O)(=O)F,0.7,Li,PF6,Saa5f97f3f22c,198.215,151.903,432,64,6.75,6.1585,10448,True,False,not_built
116,118,el84ec76818973,[Li+].F[P-](F)(F)(F)(F)F,CCCC(CCC(F)F)C(=O)OC,0.52,Li,PF6,S3edf6137d9c9,194.221,151.903,604,64,9.438,6.7999,18028,True,False,not_built
117,119,elb9543286b182,[Li+].F[P-](F)(F)(F)(F)F,CCCC1(C)CC(=O)C12CCCC2C,0.92,Li,PF6,Sa6089f35064a,194.318,151.903,329,64,5.141,5.6222,12356,True,False,not_built
118,120,el97d13ab8c60f,[Li+].F[P-](F)(F)(F)(F)F,CCCC(=O)C1CCCC(=O)C1CC,1.41,Li,PF6,Sa3d3e58a44f1,196.29,151.903,202,64,3.156,4.8764,7380,True,False,not_built
119,121,el4c1cced8c37d,[Li+].F[P-](F)(F)(F)(F)F,CC(=O)C(C)(C)C(C)C#N,1.28,Li,PF6,S4e3c54e90875,139.198,151.903,318,64,4.969,5.0362,7826,True,False,not_built
120,122,el9aa473bbbedf,[Li+].F[P-](F)(F)(F)(F)F,CCCOCCC1CC(C)CCC1C,0.97,Li,PF6,S91316768d2cc,198.35,151.903,304,64,4.75,5.5239,12672,True,False,not_built
121,123,ela4820f68ecdf,[Li+].F[P-](F)(F)(F)(F)F,CCCC1CC2(CCCCC2)CO1,1.41,Li,PF6,S4018fef8453d,182.307,151.903,218,64,3.406,4.8764,8142,True,False,not_built
122,124,elada724a6bc39,[Li+].F[P-](F)(F)(F)(F)F,CCS(=O)(=O)CCCC(C)(C)F,1.06,Li,PF6,Sdf29eb5de996,196.287,151.903,278,64,4.344,5.3629,8574,True,False,not_built
123,125,el59832eaab72c,[Li+].F[P-](F)(F)(F)(F)F,CC(=O)CCC1CCC(C)O1,1.19,Li,PF6,S618f437d963b,156.225,151.903,308,64,4.812,5.1601,8828,True,False,not_built
124,126,el1138d9933490,[Li+].F[P-](F)(F)(F)(F)F,COCCC(C(C)C)C(C)C,0.97,Li,PF6,S4bbc75ff2226,158.285,151.903,381,64,5.953,5.5239,13085,True,False,not_built
125,127,ele82b91799f70,[Li+].[O-]Cl(=O)(=O)=O,CC(=O)CCCCC(C)CC(C)=O,1.06,Li,ClO4,S6fb169a60611,184.279,106.39,306,64,4.781,5.3629,10482,True,False,not_built
126,128,el06d31c59a7fa,[Li+].[O-]Cl(=O)(=O)=O,CCC1CC(C)(CC)C(=O)CC1(C)C,0.39,Li,ClO4,S3a7beacdebdd,196.334,106.39,815,64,12.734,7.4843,31354,True,False,not_built
127,129,el4d9657628603,[Li+].[O-]Cl(=O)(=O)=O,CC1CC(C)(C)C(=O)CC1C(C)(C)C,0.92,Li,ClO4,Sa28fab30c970,196.334,106.39,334,64,5.219,5.6222,13076,True,False,not_built
128,130,eld96cf4b84731,[Li+].[O-]Cl(=O)(=O)=O,COC(=O)OCCCSSC,1.46,Li,ClO4,S2fe9daef37e6,196.293,106.39,203,64,3.172,4.8201,5053,True,False,not_built
129,131,elfe7c0f4d6901,[Li+].[O-]Cl(=O)(=O)=O,CC(=O)CC1CC1C1CC(C)C2CC21,1.19,Li,ClO4,S5abf042b60e2,192.302,106.39,259,64,4.047,5.1601,9190,True,False,not_built
130,132,el471f225c094c,[Li+].[O-]Cl(=O)(=O)=O,CCCCC(=O)C(C)(C)C(C)C,0.79,Li,ClO4,S3f15ac81e06e,170.296,106.39,452,64,7.062,5.9151,15752,True,False,not_built
131,133,el6db8c1a07d30,[Li+].[O-]Cl(=O)(=O)=O,CCCCCC(F)C(=O)CN(C)C,0.79,Li,ClO4,S215c3dee5440,189.274,106.39,407,64,6.359,5.9151,13815,True,False,not_built
132,134,ele4b252857f33,[Li+].[O-]Cl(=O)(=O)=O,CCCC1(C)CC(CC)C(=O)C1C,0.61,Li,ClO4,S3e91070b9bf6,182.307,106.39,554,64,8.656,6.4476,19774,True,False,not_built
133,135,el6b63aa53b857,[Li+].[O-]Cl(=O)(=O)=O,FCC1OCCO1,0.43,Li,ClO4,Sc6d1213a5bbb,106.096,106.39,1365,64,21.328,7.2446,19494,True,False,not_built
134,136,elb222f7a4aa6d,[Li+].[O-]Cl(=O)(=O)=O,CCCCC(OC)C(CC)CC,0.97,Li,ClO4,Sc99d9b16dbb5,172.312,106.39,360,64,5.625,5.5239,13344,True,False,not_built
135,137,el4e7256a035dd,[Li+].[O-]Cl(=O)(=O)=O,CCCC(=O)CC(CC#N)C(C)(C)C,1.5,Li,ClO4,S948c8fb83d94,195.306,106.39,198,64,3.094,4.7768,7314,True,False,not_built
136,138,el7ac764774093,[Li+].[O-]Cl(=O)(=O)=O,CCC(=O)C(C)CS(=O)C(C)C,0.34,Li,ClO4,S7bbcb126e0fa,190.308,106.39,968,64,15.125,7.8345,29424,True,False,not_built
137,139,el2520af5e6019,[Li+].[O-]Cl(=O)(=O)=O,CCCC(F)C(=O)CC,1.28,Li,ClO4,Sb67b2c0ecdaf,132.178,106.39,348,64,5.438,5.0362,8040,True,False,not_built
138,140,el10e8f531fe37,[Li+].[O-]Cl(=O)(=O)=O,CC1CCC12CC2C(=O)OC1(C)CC1,1.01,Li,ClO4,S1f168c1db747,194.274,106.39,306,64,4.781,5.45,10176,True,False,not_built
139,141,elffeb36dda789,[Li+].[O-]Cl(=O)(=O)=O,CCC(=O)CC1OC(=O)C1C1CC1,1.06,Li,ClO4,Sb1b067069f60,182.219,106.39,309,64,4.828,5.3629,8727,True,False,not_built
140,142,el2dab29b49dc4,[Li+].[O-]Cl(=O)(=O)=O,COC(=O)C1CCCC(C(C)C)C1C,0.92,Li,ClO4,Sf1704d9e49e2,198.306,106.39,331,64,5.172,5.6222,12300,True,False,not_built
141,143,elfbe9340adfcb,[Li+].[O-]Cl(=O)(=O)=O,CSCCC(=O)CSC,1.1,Li,ClO4,Scd79c24ad6c2,164.295,106.39,330,64,5.156,5.2971,7314,True,False,not_built
142,144,eld72e36760b00,[Li+].[O-]Cl(=O)(=O)=O,CC(CF)C1(CF)CCOC1,1.28,Li,ClO4,Se980182157d3,164.195,106.39,280,64,4.375,5.0362,7384,True,False,not_built
143,145,el7d16d0ee816d,[Li+].[O-]Cl(=O)(=O)=O,CCC(=O)C(CCC(C)C)OC,1.41,Li,ClO4,S66cc5bdb407d,172.268,106.39,240,64,3.75,4.8764,8064,True,False,not_built
144,146,el3a2efa7d33fd,[Li+].[O-]Cl(=O)(=O)=O,COCS(=O)(=O)C(C)(C)C,1.46,Li,ClO4,S7adf30e6977e,166.242,106.39,240,64,3.75,4.8201,6144,True,False,not_built
145,147,el8649af1be3e6,[Li+].[O-]Cl(=O)(=O)=O,CCC(CC)(OC(C)=O)SC,0.39,Li,ClO4,Sbc26b1321804,176.281,106.39,908,64,14.188,7.4843,24900,True,False,not_built
146,148,el066330c7f601,[Li+].[O-]Cl(=O)(=O)=O,CCCC1CC(=O)C(C(C)C)C1(C)C,0.92,Li,ClO4,Sd86af9db6f52,196.334,106.39,334,64,5.219,5.6222,13076,True,False,not_built
147,149,el2722f45abd19,[Li+].[O-]Cl(=O)(=O)=O,CC12CCCC1(C)C(C(=O)C#N)CC2,0.34,Li,ClO4,Sd9dc0fe3209c,191.274,106.39,963,64,15.047,7.8345,30237,True,False,not_built
148,150,el6c55022b8c79,[Li+].[O-]Cl(=O)(=O)=O,CCC(=O)N1CCCCC1Cl,1.41,Li,ClO4,S89865e0d679d,175.659,106.39,236,64,3.688,4.8764,6284,True,False,not_built
149,151,el86ac73980620,[Li+].[O-]Cl(=O)(=O)=O,CC12CC3(C)CC(C1)(C2)S3(=O)=O,1.01,Li,ClO4,Sb198202ea31d,186.276,106.39,319,64,4.984,5.45,8678,True,False,not_built
150,152,elf7d09dc6a3fb,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCC12CC(CCCCC1=O)C2,0.48,Li,OTf,S6025d9407903,166.264,156.01,767,64,11.984,6.9838,23586,True,False,not_built
151,153,elcc92cf6d9fb3,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCC1CCC(Cl)C1C(C)=O,0.61,Li,OTf,Sb99841ae74a7,174.671,156.01,567,64,8.859,6.4476,15318,True,False,not_built
152,154,eld111bdc88449,[Li+].[O-]S(=O)(=O)C(F)(F)F,CC(=O)C1CC2CCCC(C2)C1=O,0.83,Li,OTf,Sc945ef1d4e68,180.247,156.01,395,64,6.172,5.8185,12031,True,False,not_built
153,155,elb6600e96394c,[Li+].[O-]S(=O)(=O)C(F)(F)F,CC1CC2C3C(C)(C)CCC23O1,1.19,Li,OTf,S189d47b3f15d,166.264,156.01,288,64,4.5,5.1601,9216,True,False,not_built
154,156,el5ffb2f8d44b7,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCC(C)C1CCC(CCOC)C1,0.34,Li,OTf,S4661e232cb14,184.323,156.01,989,64,15.453,7.8345,37169,True,False,not_built
155,157,el5d6563c951a7,[Li+].[O-]S(=O)(=O)C(F)(F)F,CC12CCCC1(C)C(C(=O)C#N)CC2,0.61,Li,OTf,Sd9dc0fe3209c,191.274,156.01,518,64,8.094,6.4476,16634,True,False,not_built
156,158,el07014f033d05,[Li+].[O-]S(=O)(=O)C(F)(F)F,CC(=O)CCC(C)(C)C(C)C(C)C,1.14,Li,OTf,S778694cdca07,184.323,156.01,273,64,4.266,5.2344,10677,True,False,not_built
157,159,el2c665213fc18,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCCCCC1CC1C(=O)C(=O)C#N,1.06,Li,OTf,Sf307e9b7d786,193.246,156.01,282,64,4.406,5.3629,8754,True,False,not_built
158,160,el6bd85ec13fa8,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCS(=O)(=O)CC(C)CCCl,1.37,Li,OTf,S15e4a5daa0b8,198.715,156.01,206,64,3.219,4.9234,5932,True,False,not_built
159,161,el62e2a5f0a404,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCC(C#N)CS(=O)(=O)CC,0.3,Li,OTf,S98fbd1dc7f19,175.253,156.01,1184,64,18.5,8.1683,28992,True,False,not_built
160,162,eld62fbf7c980e,[Li+].[O-]S(=O)(=O)C(F)(F)F,CC1CCCC2CC1COC(C)(C)C2,1.5,Li,OTf,Sc542501a432b,196.334,156.01,187,64,2.922,4.7768,7682,True,False,not_built
161,163,elec4bbd9923a4,[Li+].[O-]S(=O)(=O)C(F)(F)F,COC1CCCC(C2CCC3CC32)C1,1.28,Li,OTf,Sd269ffaefcd5,194.318,156.01,227,64,3.547,5.0362,8748,True,False,not_built
162,164,eldc0d1957e9b1,[Li+].[O-]S(=O)(=O)C(F)(F)F,CC(=O)C(C)C1CC(C)C(C)C1,1.06,Li,OTf,Sbb03007c1b66,168.28,156.01,324,64,5.062,5.3629,10944,True,False,not_built
163,165,el2e6589837018,[Li+].[O-]S(=O)(=O)C(F)(F)F,CC1(C)CCCCCS(=O)(=O)C1,1.32,Li,OTf,Se4b1fea15fa6,190.308,156.01,224,64,3.5,4.9848,7296,True,False,not_built
164,166,elfbb985e1a2af,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCC(CC)C(C)C(=O)OC(C)C,0.57,Li,OTf,Sffb26a91871b,186.295,156.01,571,64,8.922,6.595,20561,True,False,not_built
165,167,el5db6ae58d934,[Li+].[O-]S(=O)(=O)C(F)(F)F,CS(=O)(=O)C1CCCCC1,0.52,Li,OTf,S5300873bc4a7,162.254,156.01,722,64,11.281,6.7999,17904,True,False,not_built
166,168,el8640c9d32aab,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCCC(C)C(C)(C)CCC(C)=O,0.92,Li,OTf,S46f60018b3ae,184.323,156.01,346,64,5.406,5.6222,13378,True,False,not_built
167,169,elb7c62c1797f1,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCCC(C(=O)CC)C(CC)C(C)C,1.28,Li,OTf,S132a7250d70e,198.35,156.01,222,64,3.469,5.0362,9456,True,False,not_built
168,170,el3b3b0030dd5e,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCCCC(OC(C)=O)C(C)(C)F,0.43,Li,OTf,S73f7060b1e00,190.258,156.01,751,64,11.734,7.2446,24608,True,False,not_built
169,171,elec8eb8e204a1,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCCC1(CC)COC(=O)OC1,0.92,Li,OTf,Sda1cacdbc9c4,172.224,156.01,370,64,5.781,5.6222,10936,True,False,not_built
170,172,el589b6171b801,[Li+].[O-]S(=O)(=O)C(F)(F)F,FCC1OCCO1,1.23,Li,OTf,Sc6d1213a5bbb,106.096,156.01,435,64,6.797,5.1035,6666,True,False,not_built
171,173,el7b044cb757d8,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCCOC(=O)C(C)C1CCC1CC,0.79,Li,OTf,S2c3975e95d78,198.306,156.01,379,64,5.922,5.9151,14220,True,False,not_built
172,174,el5198cee432d2,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCCCC(CC)C1CC(=O)N1C,1.06,Li,OTf,Sb9c6d3d2c9f5,183.295,156.01,297,64,4.641,5.3629,10674,True,False,not_built
173,175,el7d05a32a7fa9,[Li+].[O-]S(=O)(=O)C(F)(F)F,COC(=O)CCC1CCCCCC1C,0.43,Li,OTf,S84e1b66e3a27,198.306,156.01,721,64,11.266,7.2446,26532,True,False,not_built
174,176,el30d28dfb55cf,[Li+].[O-]S(=O)(=O)C(F)(F)F,CCC(CC(C)=O)C(=O)CC(F)F,0.83,Li,OTf,Sf4b76415d7ab,192.205,156.01,371,64,5.797,5.8185,10593,True,False,not_built
175,177,el1b8275dbc943,[Li+].[N-](C#N)C#N,COC(C)CC1CCCC12CCC2,1.06,Li,DCA,S3c2b9a6b3cbf,182.307,72.984,316,64,4.938,5.3629,11444,True,False,not_built
176,178,el332dd71d852b,[Li+].[N-](C#N)C#N,CCCC12CC(C)C1CC(=O)O2,0.74,Li,DCA,S10cf9329fa6e,168.236,72.984,498,64,7.781,6.0454,14328,True,False,not_built
177,179,el1eac4d14577c,[Li+].[N-](C#N)C#N,CCC(C#N)CS(=O)(=O)CC,1.41,Li,DCA,S98fbd1dc7f19,175.253,72.984,243,64,3.797,4.8764,6216,True,False,not_built
178,180,elc351de93fdb8,[Li+].[N-](C#N)C#N,CCCC(=O)C(CC)CC(C)(C)F,0.83,Li,DCA,Se54e5e1458a3,188.286,72.984,395,64,6.172,5.8185,13814,True,False,not_built
179,181,el3ae1b240a580,[Li+].[N-](C#N)C#N,CCCC(=O)C(C)C(=O)CC(C)=O,1.37,Li,DCA,S22d594f40992,184.235,72.984,239,64,3.734,4.9234,7315,True,False,not_built
180,182,elb95da7511633,[Li+].[N-](C#N)C#N,CC(=O)C1CC2CCCC(C2)C1=O,1.5,Li,DCA,Sc945ef1d4e68,180.247,72.984,221,64,3.453,4.7768,6793,True,False,not_built
181,183,elb06d6120ea93,[Li+].[N-](C#N)C#N,CC1CCC2(CCC(=O)O2)C1(C)C,0.7,Li,DCA,Sd88a8f4d1933,182.263,72.984,487,64,7.609,6.1585,15481,True,False,not_built
182,184,el339de959c5cf,[Li+].[N-](C#N)C#N,CCCCCCC(=O)CC(C)CCC,0.61,Li,DCA,S013fdf74fdc1,198.35,72.984,515,64,8.047,6.4476,20984,True,False,not_built
183,185,elc6b47f97e368,[Li+].[N-](C#N)C#N,CC(=O)CCCCC(C)CC(C)=O,1.23,Li,DCA,S6fb169a60611,184.279,72.984,267,64,4.172,5.1035,9195,True,False,not_built
184,186,eldc91ed3709ba,[Li+].[N-](C#N)C#N,CC(=O)C1(CC(C)C(C)C)CCCC1,0.92,Li,DCA,Se74c9a4aaac2,196.334,72.984,340,64,5.312,5.6222,13304,True,False,not_built
185,187,el75460aa677f3,[Li+].[N-](C#N)C#N,CCC(C)C(=O)CCC(C)C(C)(C)C,0.34,Li,DCA,Sf19b728d9135,198.35,72.984,935,64,14.609,7.8345,37784,True,False,not_built
186,188,elbfe3fa7fe3ec,[Li+].[N-](C#N)C#N,CCC1(C(C)(C)C)OOC1=O,1.01,Li,DCA,S11daa9807048,158.197,72.984,383,64,5.984,5.45,9959,True,False,not_built
187,189,ela17c2a4727c2,[Li+].[N-](C#N)C#N,COC(=O)C1CCCC(C(C)C)C1C,0.74,Li,DCA,Sf1704d9e49e2,198.306,72.984,422,64,6.594,6.0454,15576,True,False,not_built
188,190,ele5327f3b3bc2,[Li+].[N-](C#N)C#N,CCC1C2CC3CC1(CC3C#N)C2=O,1.5,Li,DCA,S1001f6556102,189.258,72.984,211,64,3.297,4.7768,6503,True,False,not_built
189,191,el3f119176d7a5,[Li+].[N-](C#N)C#N,CC(=O)CC(C(C)=O)C(=O)C(C)=O,1.28,Li,DCA,S4614047ca666,184.191,72.984,257,64,4.016,5.0362,6809,True,False,not_built
190,192,elc9907bc7f852,[Li+].[N-](C#N)C#N,CC1=C[C@H](F)C=CO1,0.61,Li,DCA,Sd88a7ba70eab,114.119,72.984,895,64,13.984,6.4476,13809,True,False,not_built
191,193,el74ac47016c90,[Li+].[N-](C#N)C#N,CC(C)(CS(=O)(=O)F)C1CC1,0.3,Li,DCA,S47844fb1745a,180.244,72.984,1168,64,18.25,8.1683,28416,True,False,not_built
192,194,el5791d27c7512,[Li+].[N-](C#N)C#N,COC(=O)OCCOC(C)F,0.79,Li,DCA,S4d2f15c975f3,166.148,72.984,471,64,7.359,5.9151,10746,True,False,not_built
193,195,el1e8582903f7d,[Li+].[N-](C#N)C#N,CC(CS(C)(=O)=O)C(F)CF,0.34,Li,DCA,Sdaeeb9e5227e,186.223,72.984,996,64,15.562,7.8345,23292,True,False,not_built
194,196,el980ed82200a2,[Li+].[N-](C#N)C#N,CCCOC(=O)C(C)C1CCC1CC,1.06,Li,DCA,S2c3975e95d78,198.306,72.984,291,64,4.547,5.3629,10860,True,False,not_built
195,197,el7c0300fd3d66,[Li+].[N-](C#N)C#N,CC1C(=O)C(C#N)CC2CCCC21,0.52,Li,DCA,S6eddb517b5ea,177.247,72.984,679,64,10.609,6.7999,19396,True,False,not_built
196,198,elacb754f6f4ec,[Li+].[N-](C#N)C#N,CC1CC(C)(C#N)C(=O)C2(C)CC12,1.46,Li,DCA,Sac66560e7d87,177.247,72.984,232,64,3.625,4.8201,6880,True,False,not_built
197,199,el2c2e4488cc56,[Li+].[N-](C#N)C#N,CC1CN2C(C)C3OC(=O)OC3C12,0.92,Li,DCA,S54bc35cabc25,183.207,72.984,365,64,5.703,5.6222,9874,True,False,not_built
198,200,ela239be302856,[Li+].[N-](C#N)C#N,CSCCC(=O)CSC,0.79,Li,DCA,Scd79c24ad6c2,164.295,72.984,476,64,7.438,5.9151,10380,True,False,not_built
199,201,el8d80744ac726,[Li+].[N-](C#N)C#N,CCC1CCCCC(CC)C(=O)O1,0.52,Li,DCA,S6b77d1171968,184.279,72.984,653,64,10.203,6.7999,21933,True,False,not_built
200,202,eldf11178cf479,[Li+].[C-](C#N)(C#N)C#N,CCCCC(OC(C)=O)C(C)(C)F,1.23,Li,TCM,S73f7060b1e00,190.258,97.006,254,64,3.969,5.1035,8640,True,False,not_built
201,203,elc1718d80d764,[Li+].[C-](C#N)(C#N)C#N,CC(=O)C1CC2(C(C)=O)CC2C1C,1.06,Li,TCM,Se447765789e9,180.247,97.006,315,64,4.922,5.3629,9647,True,False,not_built
202,204,el0db402dc9b1a,[Li+].[C-](C#N)(C#N)C#N,CC1CC(C)(C)C(C)(C)CC1=O,0.34,Li,TCM,S4096ac4c09ea,168.28,97.006,1097,64,17.141,7.8345,35616,True,False,not_built
203,205,elae283e3f215c,[Li+].[C-](C#N)(C#N)C#N,CCC1C(=O)OC(C)C(C)C1C,0.74,Li,TCM,S33c8ea617033,170.252,97.006,487,64,7.609,6.0454,15122,True,False,not_built
204,206,elb7623fb46570,[Li+].[C-](C#N)(C#N)C#N,CC(=O)OCP,1.23,Li,TCM,Sf9576e27998a,106.061,97.006,456,64,7.125,5.1035,6440,True,False,not_built
205,207,eld9e594b2ae44,[Li+].[C-](C#N)(C#N)C#N,COCCC(C(C)C)C(C)C,1.5,Li,TCM,S4bbc75ff2226,158.285,97.006,246,64,3.844,4.7768,8630,True,False,not_built
206,208,eleb4548260ff6,[Li+].[C-](C#N)(C#N)C#N,FCC1OCCO1,1.41,Li,TCM,Sc6d1213a5bbb,106.096,97.006,393,64,6.141,4.8764,6014,True,False,not_built
207,209,el5724b5617a5d,[Li+].[C-](C#N)(C#N)C#N,CCOC(=O)C(CC(C)=O)C1CC1C,0.88,Li,TCM,S47c98294ff41,198.262,97.006,348,64,5.438,5.7062,11648,True,False,not_built
208,210,eld80f5ad171fe,[Li+].[C-](C#N)(C#N)C#N,CCC(C)C(=O)CCC(C)(C)C(C)=O,1.14,Li,TCM,S50bb80543e6c,198.306,97.006,265,64,4.141,5.2344,10052,True,False,not_built
209,211,ele21b6a82cf1a,[Li+].[C-](C#N)(C#N)C#N,COC(=O)OC(CC(C)C)N(C)C,1.28,Li,TCM,S3aadd3bf5860,189.255,97.006,245,64,3.828,5.0362,8352,True,False,not_built
210,212,eldc806792a8d3,[Li+].[C-](C#N)(C#N)C#N,CCS(=O)(=O)CCCC(C)(C)F,1.14,Li,TCM,Sdf29eb5de996,196.287,97.006,267,64,4.172,5.2344,8255,True,False,not_built
211,213,eldbc7ce8f6139,[Li+].[C-](C#N)(C#N)C#N,CCCCC(OC)C(CC)CC,0.7,Li,TCM,Sc99d9b16dbb5,172.312,97.006,509,64,7.953,6.1585,18836,True,False,not_built
212,214,elf1de26beafbd,[Li+].[C-](C#N)(C#N)C#N,COC(=O)C1(C)CCCC(=O)C1C,0.7,Li,TCM,S1a1cf1d818d4,184.235,97.006,476,64,7.438,6.1585,14316,True,False,not_built
213,215,el392701dad26e,[Li+].[C-](C#N)(C#N)C#N,CC1COCCCC1(C)C,0.57,Li,TCM,S76cb98704df3,142.242,97.006,764,64,11.938,6.595,21904,True,False,not_built
214,216,el0553359919fa,[Li+].[C-](C#N)(C#N)C#N,CCCOCCC1CC(C)CCC1C,0.79,Li,TCM,S91316768d2cc,198.35,97.006,390,64,6.094,5.9151,16112,True,False,not_built
215,217,el9aa6168d8f75,[Li+].[C-](C#N)(C#N)C#N,CCC1C(OC(C)=O)OC(=O)C1C#N,1.5,Li,TCM,S66c63f162273,197.19,97.006,198,64,3.094,4.7768,5462,True,False,not_built
216,218,el8bdb7230c706,[Li+].[C-](C#N)(C#N)C#N,CCCC(C)CC(=O)OC(C)=O,0.7,Li,TCM,S8af73807eb6d,172.224,97.006,510,64,7.969,6.1585,14792,True,False,not_built
217,219,el5e6affb5814b,[Li+].[C-](C#N)(C#N)C#N,COC(=O)C(C)CC(C)(C)C(C)C,0.43,Li,TCM,S44b9815d0bb6,186.295,97.006,779,64,12.172,7.2446,27777,True,False,not_built
218,220,elf424c108c14b,[Li+].[C-](C#N)(C#N)C#N,COC(=O)OCCOC(C)F,1.06,Li,TCM,S4d2f15c975f3,166.148,97.006,341,64,5.328,5.3629,8014,True,False,not_built
219,221,el5b825a975e26,[Li+].[C-](C#N)(C#N)C#N,CC(=O)CC(C(C)=O)C(=O)C(C)=O,1.41,Li,TCM,S4614047ca666,184.191,97.006,227,64,3.547,4.8764,6187,True,False,not_built
220,222,ele7badad170cb,[Li+].[C-](C#N)(C#N)C#N,CCC(P)CCC(C)=O,0.83,Li,TCM,Scf1923c7a087,146.17,97.006,503,64,7.859,5.8185,12584,True,False,not_built
221,223,el008d9dd56887,[Li+].[C-](C#N)(C#N)C#N,CC1CC(OC=O)CCC2(C)CC2C1,1.46,Li,TCM,S54ea9a861261,196.29,97.006,205,64,3.203,4.8201,7482,True,False,not_built
222,224,el07a25d0609c3,[Li+].[C-](C#N)(C#N)C#N,CCCC(C)C(C)CCC(=O)CC#N,1.37,Li,TCM,S5abea7358f4a,195.306,97.006,220,64,3.438,4.9234,8212,True,False,not_built
223,225,el0734f1b366f1,[Li+].[C-](C#N)(C#N)C#N,CCC(CC)OC1CC(=O)CC1CC,0.34,Li,TCM,Sd8d51051b665,198.306,97.006,931,64,14.547,7.8345,34028,True,False,not_built
224,226,el674f504c54e5,[Li+].[C-](C#N)(C#N)C#N,CCCCC(=O)C(C)(C)C(C)CC,0.43,Li,TCM,Sfd23e7eb1b3a,184.323,97.006,788,64,12.312,7.2446,29668,True,False,not_built
225,227,el3aa3285a84ee,[Li+].[O-][N+](=O)=O,COCS(=O)(=O)C(C)(C)C,0.79,Li,NO3,S7adf30e6977e,166.242,68.945,472,64,7.375,5.9151,11648,True,False,not_built
226,228,el64e1ed8abbfe,[Li+].[O-][N+](=O)=O,COC(=O)OC1CCCC(C)C1,0.83,Li,NO3,Sc20bd1037f85,172.224,68.945,433,64,6.766,5.8185,12444,True,False,not_built
227,229,el15c0d753e5cf,[Li+].[O-][N+](=O)=O,COC(=O)C(C)C(C)S(=O)(=O)F,0.92,Li,NO3,Saa5f97f3f22c,198.215,68.945,338,64,5.281,5.6222,8094,True,False,not_built
228,230,el3358c3818c33,[Li+].[O-][N+](=O)=O,CCCC(C)C(C)CCC(=O)CC#N,0.7,Li,NO3,S5abea7358f4a,195.306,68.945,455,64,7.109,6.1585,16245,True,False,not_built
229,231,el8acd8e2c8a43,[Li+].[O-][N+](=O)=O,FCC1OCCO1,1.41,Li,NO3,Sc6d1213a5bbb,106.096,68.945,403,64,6.297,4.8764,5962,True,False,not_built
230,232,eld853d5734558,[Li+].[O-][N+](=O)=O,CC1(C)CCCCCS(=O)(=O)C1,1.19,Li,NO3,Se4b1fea15fa6,190.308,68.945,269,64,4.203,5.1601,8390,True,False,not_built
231,233,el2efd3b1e3b0b,[Li+].[O-][N+](=O)=O,COC(=O)OCC1C2CCCC1C2,0.3,Li,NO3,S0ef33bcac1ff,184.235,68.945,1144,64,17.875,8.1683,33496,True,False,not_built
232,234,el10cb16279f1c,[Li+].[O-][N+](=O)=O,CCC12CC3CC4COC3C(C1)C42,0.92,Li,NO3,Sb703fe1a50f5,178.275,68.945,376,64,5.875,5.6222,11976,True,False,not_built
